prov,Sector,Subsector,en_carrier,tech,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ab,Agriculture,Nmot,pro,pro_mef,0.24499999999999994,0.26799999999999996,0.33199999999999996,0.243,0.275,0.22,0.225,0.23799999999999993,0.258,0.238,0.29699999999999993,0.344,0.43599999999999994,0.371,0.342,0.32699999999999996,0.285,0.49999999999999994,0.6289999999999999,0.9189999999999999,0.86,0.7659999999999999,0.777144239267207,0.7793108231796876,0.7871131691386274,0.795701815471326,0.8049204357484965,0.8145840192340839,0.8243333400798841,0.8340306290639283,0.8435262754274525,0.8535989086765036,0.8627594964259991,0.871619776511007,0.880197063348227,0.8885082126943149,0.8965235263113539,0.9042752250675077,0.9117794767293645,0.9190519904034665,0.9261229229877749,0.936608178279842,0.9470589194035203,0.9575037552791188,0.9683483948170792,0.9793009170247292,0.9903620872187158,1.0015326689217732,1.0128134236293114,1.0242051105692929,1.0357084864552455
ab,Agriculture,Nmot,st,st_HtXch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ab,Commercial,COth,e,e_othbldg,37.585713747337174,36.76367952571602,38.86934999040035,41.64941986558789,39.10520408642011,38.64710980042012,42.547990896107514,42.7189577122724,44.43228821525053,52.28715863541379,51.31829875513152,54.64148865319799,56.18194329980232,52.77322077852404,52.78697745938566,54.17105990990298,58.227198723950536,67.3061601073932,62.39406461973371,64.79253088758026,59.34448765961247,60.22445783967871,61.88323997132631,62.85271405662626,64.2994959465261,65.8405522739987,67.466003991702,69.16295888724848,70.90281215570606,72.6747148781807,74.46618086134434,75.8975142201149,77.2679096240071,78.63121921919252,79.98886016741251,81.34224963040845,82.68855328469759,84.03060545376266,85.36982329934501,86.70762398318601,88.04684182876835,89.38747683609208,90.73519765212258,92.09283860034257,93.49968949561266,94.92803206680024,96.37819463024316,97.85051051778457,99.34531815339228,100.8629611309481,102.40378829322584
ab,Commercial,COth,hfo,hfo_othbldg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ab,Commercial,COth,lfo,lfo_othbldg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ab,Commercial,COth,ng,ng_cook,0.717562507969862,0.6749368325284312,0.83825223251089,1.228553890434322,1.1193509960227161,0.8770459926954569,1.1331311959952879,1.13842242467368,1.209894454660047,1.599873448589711,1.5701626682426442,2.1825935552198996,1.056995023474705,1.3162124693355248,1.444396462451252,1.843702379666893,1.7268212800206189,2.589769512317457,2.299040431250126,2.080929022600464,2.039672741438828,2.253344011301418,2.3154086095806115,2.351682221707399,2.4058146692911317,2.4634744668410344,2.5242919822680174,2.587784843615272,2.652882780295062,2.7191798717346516,2.7862089374899335,2.8397633665019386,2.8910377554668982,2.9420470234961544,2.9928441947768487,3.043482293496121,3.0938552712796907,3.1440691765018385,3.1941770333497046,3.2442318660104306,3.2943397228582962,3.344500603893304,3.394926605864014,3.4457237771447082,3.498362176116932,3.5518047025310406,3.606063640593156,3.661151462168356,3.7170808296474447,3.7738645988575006,3.831515822016899
ab,Commercial,COth,pro,pro_cook,0.601547161945004,0.608400597696782,0.573371010017566,0.900765651788362,0.7199355043667499,0.7576407163112588,0.868850729370613,0.883699995622702,0.9435054607201981,1.136014304778,1.14818548784746,1.1460168923428597,1.15945287634604,1.05405299155655,1.01410807924597,1.23185855067357,1.50618764330815,1.79044055320151,1.7817038772074,1.92121242307087,1.88760993082803,1.89841482937673,1.9507034959813832,1.981263571509656,2.0268694979585273,2.0754471737055944,2.1266851882268436,2.180177149035603,2.2350213662234464,2.290875856661758,2.3473470265279173,2.3924659793843324,2.435664026327059,2.4786387121170304,2.5214347089847986,2.564096689160914,2.606535308184275,2.648839910515983,2.6910551683865895,2.733225754026645,2.775441011897251,2.817700941998409,2.860184233252321,2.9029802301200887,2.9473274388473545,2.992352115130718,3.0380646082639178,3.0844754256410742,3.131595235171906,3.1794348677338315,3.2280053196615417
ab,Commercial,COth,st,st_othbldg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ab,Commercial,CSH,e,e_resht,4.311111276230729,4.07534253435714,1.4285727348520898,2.7602218738510294,2.45391403004729,2.91902804506177,3.3664894389379993,3.02042095167493,3.84765734350659,5.63215645219012,5.17255854421808,4.724421113610049,2.0729121498845697,2.7187798062728494,2.1427740912693496,1.3298678866774498,1.6295588572084598,2.79140606792568,0.702432182284554,3.3200520163575,9.752733599105849,8.377501729242518,8.57380999082612,8.673504804981256,8.838089912306046,9.01436099058882,9.200837700771608,9.395653909824789,9.594846474215055,9.796907016932407,10.000130485817255,10.128643371932473,10.24667244980087,10.361467414369617,10.473231661510082,10.582163829295464,10.687908272313264,10.790846803865866,10.891170925329233,10.989067380281169,11.084896571932335,11.178654931934112,11.271043046065644,11.362392770748633,11.45749371900731,11.552848637560276,11.648443092254908,11.744262148664633,11.840290360172608,11.936511755808075,12.032909827830595
ab,Commercial,CSH,hfo,hfo_boil,0.8390181103794909,0.7227130846155869,0.626580236303382,0.5745939770194519,0.5850900028902929,0.438116276786429,0.6710567882943319,0.519408994908222,0.233476635865111,0.238,0.425,0.42499999999999993,1.3109999999999997,1.0259999999999998,1.3419999999999999,0.5809999999999998,0.17899999999999996,0.398,0.093,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ab,Commercial,CSH,lfo,lfo_boil,0.21378937311333795,0.224823812618187,0.11754491122735199,0.11614398903443998,0.11796991271672397,0.167245927917989,0.16065258425185497,0.206873150733505,0.156654951052762,0.077882223560937,0.165103677275461,0.3318519597592399,0.18654014793084397,0.20800162966261299,0.10762516995023298,0.030836037743715995,0.03896547118588999,0.031674327489734,0.062554127933374,0.069410970546328,0.024481381814929,0.06264047835067199,0.06410831969612493,0.06485376040740053,0.06608440054158689,0.0674024193280802,0.0687967479363735,0.07025343286703231,0.07174284079800883,0.0732536932526768,0.07477324116975982,0.07573416113380864,0.07661669128849159,0.07747503924534543,0.07831072584137964,0.07912523633846898,0.07991591149529276,0.08068560621641264,0.08143575240100132,0.0821677463730967,0.08288428294915422,0.0835853354478228,0.08427614230769066,0.08495918489440488,0.08567027622963337,0.08638326655828917,0.08709804795294307,0.08781450874550419,0.08853253343811894,0.0892520026122208,0.08997279283569463
ab,Commercial,CSH,ng,ng_boil,82.87021808249008,73.6568073645917,94.31999451975459,100.99519464668998,99.99537638527529,91.926952577433,87.56247419708728,89.2963176393556,90.5933662836989,91.5779301849396,87.3278960251763,91.26626494510239,92.44665683577139,95.04758549207848,101.14488247440599,91.28785637503958,104.35695735377098,125.000569950704,135.854659983913,138.833783476031,131.947943898014,126.02059988578797,128.9736144821262,130.47329788314272,132.9491092440569,135.60070965497303,138.40583075688033,141.33640079145994,144.33280321172177,147.37234789096718,150.42938616889958,152.36257240087164,154.13805340674506,155.86488447958442,157.54612525107373,159.1847637825652,160.77545019175756,162.32392799777693,163.83307790647785,165.30570905338308,166.7472428911257,168.1576257419568,169.54739633723247,170.92154670759504,172.35212576763058,173.78652523736267,175.2245279875527,176.66590936346984,178.110437005637,179.55787066685642,181.00796202544214
ab,Commercial,CSH,pro,pro_boil,8.01110930972127,8.10156577744054,7.0479341044620885,5.827191583875919,6.152243458221419,3.5545551160463202,3.425164518232879,3.8291133128572694,5.14999949864121,4.48287193122299,6.595556770487109,7.778762581255919,10.785726560817798,8.96386937122385,8.470648912977628,7.567924029669658,6.126164721381839,7.50320441273523,7.5276224444655,8.03664517581267,7.42748435333634,6.402765714354159,6.552800396212184,6.628995252220782,6.754784528825056,6.889505171438786,7.032025784990705,7.180920119392585,7.3331592191925195,7.487590260444173,7.642910104113806,7.741130066062488,7.831337452165998,7.919073066801047,8.00449236157525,8.08774715180131,8.168565624434327,8.24723959214123,8.323915415792351,8.398735819963099,8.471976253993287,8.543633990661725,8.61424447439465,8.684061336762376,8.756745188176907,8.829623144271482,8.902684173296958,8.9759168611543,9.049309402287156,9.122849590385426,9.196524808896118
ab,Commercial,CSH,st,st_htXch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ab,Commercial,CWH,e,e_hwt,0.44717497643207194,0.436977939926814,0.238077274747446,0.014358260561030997,0.252881883532508,0.262862154517988,0.237519664954374,0.239621336052556,0.24805444124273998,0.237684912395955,0.22714270065025294,0.22609023319185498,0.223144550312978,0.224999415202968,0.22324844934483096,0.22007220341937497,0.268242418840788,0.291433824680989,0.294503197981638,0.30341709606212,0.26977874128154095,0.269040431078871,0.27326716319883826,0.2743472972204405,0.2774205315310861,0.28078289826206865,0.2843804544396915,0.2881488796463255,0.29196185932731467,0.29577099823337155,0.2995234599589432,0.3030193380458456,0.3061884460707322,0.30924802553367686,0.3122042411108721,0.3150630885832723,0.31781405422230247,0.3204685806803476,0.3230324103955047,0.32551111691063284,0.32791538284954524,0.3302450815408132,0.33252086042730095,0.33475238876139274,0.33708042552751294,0.3394014694737312,0.3417147636560478,0.3440195296355534,0.34631496699834496,0.34860025286579044,0.35087454139495877
ab,Commercial,CWH,hfo,hfo_hwt,0.08498188962050898,0.074286915384413,0.059419763696618,0.07040602298054799,0.098909997109707,0.098883723213571,0.059943211705669,0.041591005091778,0.025523364134889003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ab,Commercial,CWH,lfo,lfo_hwt,0.023337683040944995,0.023632057133313,0.010902263219823,0.011115219696800998,0.011379701679163001,0.027934700354262,0.017934828335557,0.01818489238424,0.018365544250398,0.016401464382325,0.004357192289755999,0.00814804024076,0.004459852069156,0.007688511182457,0.003717967304668999,0.0011639622562839998,0.001574598500521,0.001382815367408,0.005240743861497999,0.005933473898117,0.00210398403873,0.005625344434139,0.005713720831360442,0.00573630526553704,0.005800563271127014,0.005870866722916095,0.005946087731666116,0.006024881427009969,0.006104606708224857,0.006184251682989887,0.006262711599209972,0.006335806629052605,0.006402069250315485,0.006466041747808385,0.006527853018243106,0.006587628426914691,0.006645148143129722,0.006700651420373807,0.006754258326816843,0.006806085399211967,0.006856355999669361,0.006905067479626451,0.006952651554782359,0.006999310398746694,0.007047987129646394,0.007096517648245002,0.007144886127662158,0.007193076291582182,0.007241071404216047,0.00728885426006154,0.0073364071734577894
ab,Commercial,CWH,ng,ng_hwt,8.732219409539988,7.20325580287982,7.6607532477345,8.958251462875428,9.13027261870201,9.67600142987148,8.82439460691731,8.94125993597068,9.223739261641,8.91419636647068,8.521941306581038,8.4351414996777,8.20134814075384,8.62320203858586,8.575721063142069,8.457441245293468,10.3522213662077,11.2476605369784,12.417299584836199,12.9482875013682,12.365383360546899,12.3410561029107,12.534939000047446,12.584485436268208,12.725456653467711,12.879690559127235,13.044712754651451,13.217572821475605,13.392476630444566,13.567204260618661,13.739332072388814,13.899690229065834,14.045059234662784,14.185404095292466,14.321007588582175,14.452144744826965,14.57833329259397,14.700098113643454,14.817702617272085,14.93140246544427,15.04168767692513,15.148552441215474,15.252943869683454,15.355305497100668,15.462094027824905,15.5685617934419,15.674674072447791,15.780395157353501,15.88568833266299,15.990515852408771,16.09483891723632
ab,Commercial,CWH,pro,pro_hwt,0.8753435283337269,0.830033624862677,0.6256948855203461,0.5180427643357068,0.621821037411829,0.448804167642419,0.360984752396504,0.344186691520022,0.406495040638588,0.339113763999004,0.33225774166542094,0.374220526401217,0.496820562836102,0.144077637219595,0.12724300777639197,0.12421741965675998,0.107647635310003,0.11635503406325001,0.13967367832709196,0.152142401116453,0.14190571583563,0.127819456269115,0.1298275507373068,0.13034071577642503,0.13180079052057808,0.13339823030168502,0.13510740714427844,0.13689776281302019,0.13870928603885957,0.14051898453612,0.14230175605306208,0.14396262625929507,0.14546825001619557,0.14692183742607853,0.14832631728873757,0.14968453816287602,0.15099150504062675,0.1522526542558532,0.15347071400562332,0.15464833224591493,0.15579058422568537,0.15689740976411698,0.157978618334491,0.1590388037392234,0.1601448397072254,0.16124755342944422,0.16234658528643503,0.1634415654466534,0.1645321136383704,0.16561783891700235,0.1666983394277682
ab,Commercial,CWH,st,st_hwt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ab,Industry,Cement_fs,e,e_fs,0.0915402000000002,0.0917470553586355,0.0871335444444444,0.0879222222222223,0.0404981250000001,0.0499076499999996,0.050726388888889,0.0508165208333333,0.1629777833333334,0.1377062022131915,0.0509754944444443,0.1599972217037183,0.1165434967893633,0.06965,0.1176906250000002,0.151666479899348,0.051727467111111,0.1140495391050518,0.0690791666666658,0.0643999985709797,0.0541931740052479,0.0739499982357021,0.074260588228292,0.0745724826988508,0.074885687126186,0.075200207012116,0.0755160478815669,0.0758332152826694,0.0761517147868566,0.0764715519889614,0.0767927325073151,0.0771152619838458,0.077439146084178,0.0777643904977315,0.078091000937822,0.0784189831417608,0.0787483428709562,0.0790790859110142,0.0794112180718405,0.0797447451877422,0.0800796731175308,0.0804160077446244,0.0807537549771518,0.0810929207480559,0.0814335110151977,0.0817755317614615,0.0821189889948597,0.0824638887486381,0.0828102370813823,0.0831580400771241,0.0835073038454481
ab,Industry,Cement_md,e,e_gridmd,1.4097190800000032,1.4129046525229871,1.341856584444444,1.3540022222222243,0.6236711250000022,0.7685778099999948,0.7811863888888919,0.7825744208333335,2.5098578633333344,2.120675514083149,0.7850226144444421,2.463957214237262,1.794769850556196,1.07261,1.812435625000004,2.33566379044996,0.7966029935111103,1.756362902217798,1.0638191666666543,0.991759977993088,0.8345748796808188,1.1388299728298124,1.1436130587156976,1.1484162335623036,1.1532395817432652,1.158083187986587,1.1629471373761306,1.1678315153531105,1.1727364077175937,1.1776619006300073,1.182608080612653,1.1875750345512264,1.1925628496963414,1.197571613665066,1.2026014144424593,1.2076523403831176,1.2127244802127266,1.21781792302962,1.2229327583063443,1.228069075891231,1.2332269660099742,1.238406519267216,1.2436078266481383,1.2488309795200605,1.2540760696340447,1.2593431891265077,1.264632430520839,1.2699438867290265,1.2752776510532884,1.280633817187712,1.2860124792199004
ab,Industry,Cement_md,ng,ng_icemd,2.1715767985050016,2.0292182060613118,2.05854318976138,0.6843355555555551,0.2348891250000008,0.289464369999998,0.8338610372556555,0.846362152360711,0.9452711433333336,0.8921632434075834,0.8898181735209971,0.927983885881566,0.6759522813783075,0.798362131417521,0.6826056250000015,0.8796655834162186,0.5407510017333333,0.6614873268093006,2.3071195391206034,2.4279357317768664,2.3119207620287883,2.7802134597635084,2.791890356294515,2.803616295790952,2.815391484233274,2.8272161284670534,2.839090436206615,2.851014616038683,2.862988877426045,2.8750134307112347,2.887088487120222,2.8992142587661265,2.911390958652944,2.9236188006792863,2.935897999642139,2.948228771240636,2.960611332079847,2.9730458996745823,2.985532692453216,2.9980719297615197,3.010663831866517,3.023308619960357,3.0360065161641905,3.04875774353208,3.061562526054914,3.0744210886643453,3.087333657236736,3.100300458597129,3.113321720523237,3.126397671749435,3.139528541970783
ab,Industry,Cement_op,e,e_op,0.0915402000000002,0.0917470553586355,0.0871335444444444,0.0879222222222223,0.0404981250000001,0.0499076499999996,0.050726388888889,0.0508165208333333,0.1629777833333334,0.1377062022131915,0.0509754944444443,0.1599972217037183,0.1165434967893633,0.06965,0.1176906250000002,0.151666479899348,0.051727467111111,0.1140495391050518,0.0690791666666658,0.0643999985709797,0.0541931740052479,0.0739499982357021,0.074260588228292,0.0745724826988508,0.074885687126186,0.075200207012116,0.0755160478815669,0.0758332152826694,0.0761517147868566,0.0764715519889614,0.0767927325073151,0.0771152619838458,0.077439146084178,0.0777643904977315,0.078091000937822,0.0784189831417608,0.0787483428709562,0.0790790859110142,0.0794112180718405,0.0797447451877422,0.0800796731175308,0.0804160077446244,0.0807537549771518,0.0810929207480559,0.0814335110151977,0.0817755317614615,0.0821189889948597,0.0824638887486381,0.0828102370813823,0.0831580400771241,0.0835073038454481
ab,Industry,Cement_ph,c,c_ph,1.541,1.4315612500000026,1.453704750000001,2.3597777777777766,7.329074999999993,8.286694000000013,6.803904146316357,6.166029059221732,2.950888666666666,3.076424977267529,4.662203241111095,3.047355999999998,3.606999999999977,3.77300000000012,1.745562499999984,1.918616666666684,0.9077777777777776,0.9973333333332434,0.7160491666666663,0.6958833333333326,0.7060788333333327,1.34,1.345628,1.3512796376,1.35695501207792,1.3626542231286471,1.3683773708657874,1.3741245558234236,1.379895878957882,1.385691441649505,1.3915113457044328,1.397355693356391,1.403224587268488,1.4091181305350158,1.415036426683263,1.4209795796753326,1.426947693909969,1.4329408742243908,1.4389592258961332,1.445002854644897,1.4510718666344056,1.45716636847427,1.463286467221862,1.4694322703841938,1.4756038859198073,1.4818014222406704,1.4880249882140812,1.4942746931645805,1.5005506468758716,1.5068529595927502,1.5131817420230398
